GOOD_NAME_CLEANED,GOOD_NAME_NORMALIZED,ADG_CODE_CLEANED,BRAND,CATEGORY,weight_g,volume_ml,count
Հավաքածու Կինդեր,Հավաքածու Կինդեր,1905,Unknown,Other,0.0,0.0,0.0
Թխվա Միլկա Շոկ փայտիկ 120 գ,Թխվա Շոկ փայտիկ,1905,Milka,Other,120.0,0.0,0.0
Շոկ պեչենի /Դարոինք/,Շոկ պեչենի //,1905,Daroink,Other,0.0,0.0,0.0
Թխվածքաբլիթ Ռոշեն Էսմեռալդա շոկ 150գ,Թխվածքաբլիթ Էսմեռալդա շոկ,1905,Roshen,Food Products,150.0,0.0,0.0
Դարոինք Սև Սենդվիչ Վանիլային Միջուկով Կգ,Սև Սենդվիչ Վանիլային Միջուկով Կգ,1905,Daroink,Other,0.0,0.0,0.0
ՎԱՖԼԻ ՅԱՇԿԻՆՈ 180ԳՐ,ՎԱՖԼԻ,1905,Yashkino,Food Products,180.0,0.0,0.0
Չիպս Ապաչի կարտոֆիլից բեկոն 100գ,Չիպս կարտոֆիլից բեկոն,1905,Apache,Other,100.0,0.0,0.0
Վաֆլի Յաշկինո գլազ 200 գ,Վաֆլի գլազ,1905,Yashkino,Food Products,200.0,0.0,0.0
ՉԻՊՍ ԱՊԱՉԻ 80ԳՐ,ՉԻՊՍ,1905,Apache,Other,80.0,0.0,0.0
Վաֆլե Գլանակներ Գրանդ Քենդի Շոկոլադե կգ,Վաֆլե Գլանակներ Շոկոլադե կգ,1905,Grand Candy,Food Products,0.0,0.0,0.0
Փափկաբլիթ Գրանդ Քենդի Սմայլիկ իրիսային միջուկով 5,Փափկաբլիթ Սմայլիկ իրիսային միջուկով 5,1905,Grand Candy,Other,0.0,0.0,0.0
Դարոինկ Դենի կռուասան 65գր,Դարոինկ Դենի կռուասան,1905,Unknown,Other,65.0,0.0,0.0
KINDER SUPER սպիտակ P80 3 5kg,KINDER SUPER սպիտակ P80 3,1905,Unknown,Clothing,5000.0,0.0,0.0
ԿԵՔՍ ՇՈԿՈԼԱԴԵ ԿՐԵՄՈՎ ԿԳ /DAROINK/,ԿԵՔՍ ՇՈԿՈԼԱԴԵ ԿՐԵՄՈՎ ԿԳ //,1905,Daroink,Food Products,0.0,0.0,0.0
Շոկ սալիկ Միլկա լու թխվածք 92գ,Շոկ սալիկ լու թխվածք,1905,Milka,Food Products,92.0,0.0,0.0
Կրուասան շոկոլադային միջուկով Դարոինկ 360գր,Կրուասան շոկոլադային միջուկով Դարոինկ,1905,Unknown,Food Products,360.0,0.0,0.0
Թխվածքաբլիթ 127գ ESMERALDA -Lovita ROSHEN,Թխվածքաբլիթ ESMERALDA -Lovita,1905,Roshen,Food Products,127.0,0.0,0.0
Թխվածքաբլիթ Վարսակի Չամիչով Դարոյնք 300գ,Թխվածքաբլիթ Վարսակի Չամիչով,1905,Daroink,Food Products,300.0,0.0,0.0
ԲՌԵՑԵԼ ՅԱՇԿԻՆՈ,ԲՌԵՑԵԼ,1905,Yashkino,Other,0.0,0.0,0.0
Կուրաբե Միքս Թխվացքաբլիէթ Գրանդ Քենդի կգ,Կուրաբե Միքս Թխվացքաբլիէթ կգ,1905,Grand Candy,Other,0.0,0.0,0.0
Չամիչով թխվածքաբլիթ Դարոյնք կգ,Չամիչով թխվածքաբլիթ կգ,1905,Daroink,Food Products,0.0,0.0,0.0
Միլկա պեչ Choco Cow 16,պեչ Choco Cow 16,1905,Milka,Other,0.0,0.0,0.0
Թխվածքաբլիթ milka շոկո վաֆեր 150գ,Թխվածքաբլիթ շոկո վաֆեր,1905,Milka,Food Products,150.0,0.0,0.0
Վաֆլի Գրանդ Քենդի շոկո կգ,Վաֆլի շոկո կգ,1905,Grand Candy,Food Products,0.0,0.0,0.0
Թխվածքաբլիթ մուլտիկ Դարոինկ կգ,Թխվածքաբլիթ մուլտիկ Դարոինկ կգ,1905,Unknown,Food Products,0.0,0.0,0.0
Թխվ Roshen Lovita ազնվամորու միջուկով 135գ,Թխվ Lovita ազնվամորու միջուկով,1905,Roshen,Clothing,135.0,0.0,0.0
Բիսկվիթ Արջուկ Դենի Դարոինք 50գ,Բիսկվիթ Արջուկ Դենի,1905,Daroink,Other,50.0,0.0,0.0
Փափկաբլիթ Գրանդ Քենդի Սմայլիկ,Փափկաբլիթ Սմայլիկ,1905,Grand Candy,Other,0.0,0.0,0.0
Թխվ Յաշկինո Stix 130g,Թխվ Stix,1905,Yashkino,Clothing,130.0,0.0,0.0
Ապաչի կլոր պեչենի նարինջ 35գ,կլոր պեչենի նարինջ,1905,Apache,Other,35.0,0.0,0.0
Վաֆլի Ցիտ Գրանդ Քենդի կգ,Վաֆլի Ցիտ կգ,1905,Grand Candy,Food Products,0.0,0.0,0.0
Կրեկեր Յաշկինո 185գ,Կրեկեր,1905,Yashkino,Other,185.0,0.0,0.0
Կրուասան շոկոլադային միջուկով Դարոյնք 1044 կգ,Կրուասան շոկոլադային միջուկով,1905,Daroink,Food Products,1044000.0,0.0,0.0
Վաֆլի ՅՎ հալվա Յաշկինո 300գ,Վաֆլի ՅՎ հալվա,1905,Yashkino,Food Products,300.0,0.0,0.0
Թխվ Կարագով Դենի Դարոյնք 100գ,Թխվ Կարագով Դենի,1905,Daroink,Food Products,100.0,0.0,0.0
Վաֆլի Ռոշեն Վաֆերս Շոկոլադ 216գ,Վաֆլի Վաֆերս Շոկոլադ,1905,Roshen,Food Products,216.0,0.0,0.0
Թխվածքաբլիթ Յաշկինո Bonfetti 200g,Թխվածքաբլիթ Bonfetti,1905,Yashkino,Food Products,200.0,0.0,0.0
Կրեկեր ձկնիկ Դարոինկ,Կրեկեր ձկնիկ Դարոինկ,1905,Unknown,Other,0.0,0.0,0.0
վաֆլի բարակ կոկոս Յաշկինո 144գ,վաֆլի բարակ կոկոս,1905,Yashkino,Food Products,144.0,0.0,0.0
Արտֆուդ Տոմատ 580գր,Արտֆուդ Տոմատ,1905,Unknown,Other,580.0,0.0,0.0
krispi ԿԱՆԱՉ,krispi ԿԱՆԱՉ,1905,Unknown,Clothing,0.0,0.0,0.0
Աղի ձողիկ 200գր Ապաչի,Աղի ձողիկ,1905,Apache,Other,200.0,0.0,0.0
Աղի ձողիկներ Դարոյնք 35գր,Աղի ձողիկներ,1905,Daroink,Other,35.0,0.0,0.0
Թխվածքաբլիթ քունջուտով 180գ Յաշկինո,Թխվածքաբլիթ քունջուտով,1905,Yashkino,Food Products,180.0,0.0,0.0
ՄԻԼԿԱ ՉՈՔ ՍԵՆԴՎԻՉ 150ԳՐ,ՉՈՔ ՍԵՆԴՎԻՉ,1905,Milka,Other,150.0,0.0,0.0
Թխվածքաբլիթ Ապաչի 95կգ,Թխվածքաբլիթ,1905,Apache,Food Products,95000.0,0.0,0.0
Թխվածքաբլիթ Յաշկինո Չհոկոպայ կգ,Թխվածքաբլիթ Չհոկոպայ կգ,1905,Yashkino,Food Products,0.0,0.0,0.0
դարոնիկ գիշեր,դարոնիկ գիշեր,1905,Unknown,Other,0.0,0.0,0.0
ՉՈՐԱՀԱՑ ՍԵՄԳԱ 40գր КИРЕШКИ /ՅԱՇԿԻՆՈ/,ՉՈՐԱՀԱՑ ՍԵՄԳԱ КИРЕШКИ //,1905,Yashkino,Other,40.0,0.0,0.0
ՔԻՆԴԵՌ ՋՈՅ,ՔԻՆԴԵՌ ՋՈՅ,1905,Unknown,Other,0.0,0.0,0.0
140/Վաֆլի ԿԱԹՆԱՅԻՆ Grand Candy,140/Վաֆլի ԿԱԹՆԱՅԻՆ,1905,Grand Candy,Food Products,0.0,0.0,0.0
Դարոինկ պեչենի կաթնային,Դարոինկ պեչենի կաթնային,1905,Unknown,Food Products,0.0,0.0,0.0
Շոկոլադե գնդիկներ կգ Դարոյնք,Շոկոլադե գնդիկներ կգ,1905,Daroink,Food Products,0.0,0.0,0.0
Աղի ձողիկ Դարոինք 200գ,Աղի ձողիկ,1905,Daroink,Other,200.0,0.0,0.0
Թխվածքաբլիթ Միլկա շոկ ձողիկներ 1,Թխվածքաբլիթ շոկ ձողիկներ 1,1905,Milka,Food Products,0.0,0.0,0.0
Կրուասան դենի Դարոինք 65գ,Կրուասան դենի,1905,Daroink,Other,65.0,0.0,0.0
Յաշկինո պշկի 180 գ,պշկի,1905,Yashkino,Other,180.0,0.0,0.0
Վաֆլի Գրանդ Քենդի Կաթնային կգ,Վաֆլի Կաթնային կգ,1905,Grand Candy,Food Products,0.0,0.0,0.0
Ռոշեն յումիս Տոֆի իրիզ,յումիս Տոֆի իրիզ,1905,Roshen,Other,0.0,0.0,0.0
Թխվ Roshen Esmeralda 150գ դարկ շոկո,Թխվ Esmeralda դարկ շոկո,1905,Roshen,Clothing,150.0,0.0,0.0
Պրյանիկ Յաշկինո Շոկոլադային 350 գ,Պրյանիկ Շոկոլադային,1905,Yashkino,Food Products,350.0,0.0,0.0
Վաֆլի Բարակ Յաշկինո 144գր,Վաֆլի Բարակ,1905,Yashkino,Food Products,144.0,0.0,0.0
Վաֆլի եփաշ խտց կաթով Յաշկինո ՅԱՎ600 կգ,Վաֆլի եփաշ խտց կաթով ՅԱՎ,1905,Yashkino,Food Products,600000.0,0.0,0.0
Դարոինկ Արջուկ Դենի 250գ,Դարոինկ Արջուկ Դենի,1905,Unknown,Other,250.0,0.0,0.0
Թխվածքաբլիթ MILKA 135գ շոկոլադ,Թխվածքաբլիթ շոկոլադ,1905,Milka,Food Products,135.0,0.0,0.0
Թխվածքաբլիթ Ռոշեն Լովիտա պնդուկով 127գ,Թխվածքաբլիթ Լովիտա պնդուկով,1905,Roshen,Food Products,127.0,0.0,0.0
Վաֆլե տորթ Յաշկինո 250գ,Վաֆլե տորթ,1905,Yashkino,Other,250.0,0.0,0.0
Թխվածքաբլիթ Յաշկինո Պարզապես սիրել ելակի կրեմ 18,Թխվածքաբլիթ Պարզապես սիրել ելակի կրեմ 18,1905,Yashkino,Food Products,0.0,0.0,0.0
Յաշկինո Տարալլինի NF 180գր դասական,Տարալլինի NF դասական,1905,Yashkino,Other,180.0,0.0,0.0
Կեքս շոկոլադե միջուկով 2կգ Դարոինք,Կեքս շոկոլադե միջուկով,1905,Daroink,Food Products,2000.0,0.0,0.0
Թխվացքաբլիթ Apache,Թխվացքաբլիթ,1905,Apache,Other,0.0,0.0,0.0
Դրաժե վաֆլե YOTA կգ Յաշկինո,Դրաժե վաֆլե YOTA կգ,1905,Yashkino,Other,0.0,0.0,0.0
Թխվացքաբլիթ Տոնդի 190գ Յաշկինո,Թխվացքաբլիթ Տոնդի,1905,Yashkino,Other,190.0,0.0,0.0
Վաֆլի Grand Candy կգ,Վաֆլի կգ,1905,Grand Candy,Food Products,0.0,0.0,0.0
Օղաբլիթ դարոյնք Maxi,Օղաբլիթ Maxi,1905,Daroink,Clothing,0.0,0.0,0.0
Արջուկ Դարոյնք DENY,Արջուկ DENY,1905,Daroink,Other,0.0,0.0,0.0
Թ/Բ ԱՄԵՐԻԿՅԱՆ ՅԱՇԿԻՆՈ 200,Թ/Բ ԱՄԵՐԻԿՅԱՆ 200,1905,Yashkino,Other,0.0,0.0,0.0
Roshen Multi Cake 180գր,Multi Cake,1905,Roshen,Clothing,180.0,0.0,0.0
Թխվածքաբլիթ շաքարով Ռոշեն Մուլտի-Քեյք կակաո 180 գ,Թխվածքաբլիթ շաքարով Մուլտի-Քեյք կակաո,1905,Roshen,Food Products,180.0,0.0,0.0
Պեսոչնի ջեմով ծաղկային Դարոինկ կգ,Պեսոչնի ջեմով ծաղկային Դարոինկ կգ,1905,Unknown,Other,0.0,0.0,0.0
Ձողիկ Daroink շակալադնի,Ձողիկ շակալադնի,1905,Daroink,Other,0.0,0.0,0.0
Թխվ-բլիթ Ապաչի 47գ,Թխվ-բլիթ,1905,Apache,Other,47.0,0.0,0.0
Դարոինկ Մինի Տուփ,Դարոինկ Մինի Տուփ,1905,Unknown,Other,0.0,0.0,0.0
Թխվ Դարոինք Վարսակի 300գր,Թխվ Վարսակի,1905,Daroink,Other,300.0,0.0,0.0
ԱՐՄՉՈԿ ՅԱՇԿԻՆՈ ԹԽՎԱԾՔԱԲԼԻԹ 182ԳՐ,ԱՐՄՉՈԿ ԹԽՎԱԾՔԱԲԼԻԹ,1905,Yashkino,Food Products,182.0,0.0,0.0
Յաշկինո Թխվածքաբլիթ սերուցքային 190գ,Թխվածքաբլիթ սերուցքային,1905,Yashkino,Food Products,190.0,0.0,0.0
ՊԵՉԵՆԻ ՇՈԿՈԼԱԴԱՅԻՆ DAROINK,ՊԵՉԵՆԻ ՇՈԿՈԼԱԴԱՅԻՆ,1905,Daroink,Food Products,0.0,0.0,0.0
Ապաչի ամանաորյա հավաքածու 270գ,ամանաորյա հավաքածու,1905,Apache,Other,270.0,0.0,0.0
Թխվածքաբլիթ Դարոյնք արեգակ 140գր,Թխվածքաբլիթ արեգակ,1905,Daroink,Food Products,140.0,0.0,0.0
Մարինացված Կորնիշոններ Արտֆուդ 1 5կգ/513,Մարինացված Կորնիշոններ Արտֆուդ 1 /513,2001,Unknown,Other,5000.0,0.0,0.0
Վարունգի մարինադ Արտֆուդ 3,Վարունգի մարինադ Արտֆուդ 3,2001,Unknown,Other,0.0,0.0,0.0
Գինի նռան Կ/Ք Արմենիա 0 75լ,Գինի նռան Կ/Ք Արմենիա 0,2001,Unknown,Beverages,0.0,75000.0,0.0
Բարի ախորժակ 720 մլ Artfood,Բարի ախորժակ,2001,Artfood,Food Products,0.0,720.0,0.0
Արարատ Խավիար սմբուկի կծու 460գ,Արարատ Խավիար սմբուկի կծու,2001,Unknown,Food Products,460.0,0.0,0.0
ԼՈԲԻ չիլի տոմատով ՌՈՅԱԼ 520գ,ԼՈԲԻ չիլի տոմատով,2001,Royal,Other,520.0,0.0,0.0
Սմբուկի խավիար Ռոյալ 350մլ,Սմբուկի խավիար,2001,Royal,Food Products,0.0,350.0,0.0
Մարինացված վարունգ Artfood 980գ,Մարինացված վարունգ,2001,Artfood,Food Products,980.0,0.0,0.0
Սուրճ Ռ Արմենիա Կանաչ Կլասիկ100գ,Սուրճ Ռ Արմենիա Կանաչ Կլասիկ,2001,Unknown,Beverages,100.0,0.0,0.0
Աելո ձիթապտուղ կանաչ կորիզով 520գ,Աելո ձիթապտուղ կանաչ կորիզով,2001,Unknown,Other,520.0,0.0,0.0
տոմատի մածուկ Royal 370գ,տոմատի մածուկ,2001,Royal,Clothing,370.0,0.0,0.0
Կետչուպ Արտֆուդ արև 250մլ,Կետչուպ Արտֆուդ արև,2001,Unknown,Food Products,0.0,250.0,0.0
Պահածո Արտֆուդ լոլիկի մարինադ 670գ,Պահածո Արտֆուդ լոլիկի մարինադ,2001,Unknown,Food Products,670.0,0.0,0.0
կարմիր պղպեղի մարինադ 500գ ռոյալ,կարմիր պղպեղի մարինադ,2001,Royal,Other,500.0,0.0,0.0
Ռոյալ Լեչո,Լեչո,2001,Royal,Other,0.0,0.0,0.0
Պահածո խավիար 360գ Արտֆուդ,Պահածո խավիար Արտֆուդ,2001,Unknown,Food Products,360.0,0.0,0.0
Հալապենյո 250գր ռոյալ,Հալապենյո,2001,Royal,Other,250.0,0.0,0.0
Պահածո ախորժակ Ռոյալ 480գ,Պահածո ախորժակ,2001,Royal,Food Products,480.0,0.0,0.0
Սպիտակ լոբի HOME LEND թ/տ 425գր,Սպիտակ լոբի HOME LEND թ/տ,2001,Unknown,Clothing,425.0,0.0,0.0
Կանաչ Սոխ Տնկած կապ,Կանաչ Սոխ Տնկած կապ,2001,Unknown,Other,0.0,0.0,0.0
Բանջարեղենային ռագու Աջափսանդալ Արտֆուդ ա/տ 335գ,Բանջարեղենային ռագու Աջափսանդալ Արտֆուդ ա/տ,2001,Unknown,Other,335.0,0.0,0.0
ՎԱՐՈՒՆԳԻ մարինադ ԱՐՏՖՈՒԴ 3կգ,ՎԱՐՈՒՆԳԻ մարինադ ԱՐՏՖՈՒԴ,2001,Unknown,Other,3000.0,0.0,0.0
Ռոյալ Մարինադ Ասորտի 950գ,Մարինադ Ասորտի,2001,Royal,Other,950.0,0.0,0.0
Պանիր չեչիլ թել Մարիաննա 300գ,Պանիր չեչիլ թել,2001,Marianna,Food Products,300.0,0.0,0.0
ՏՈՄԱՏԻ ՄԱԾՈՒԿ ԱՐՏՖՈՒԴ 500Լ,ՏՈՄԱՏԻ ՄԱԾՈՒԿ ԱՐՏՖՈՒԴ,2002,Unknown,Other,0.0,500000.0,0.0
Տոմատի մածուկ Արտֆուդ 500գ,Տոմատի մածուկ Արտֆուդ,2002,Unknown,Other,500.0,0.0,0.0
Տոմատի մածուկ ARTFOOD 1060գր,Տոմատի մածուկ,2002,Artfood,Food Products,1060.0,0.0,0.0
Ապաչի արեվածաղիկ 200գ,արեվածաղիկ,2002,Apache,Other,200.0,0.0,0.0
տոմատ ԱՐՏՖՈՒԴ 270գ,տոմատ ԱՐՏՖՈՒԴ,2002,Unknown,Other,270.0,0.0,0.0
Տոմատ Արտֆուդ 720 մլ,Տոմատ Արտֆուդ,2002,Unknown,Other,0.0,720.0,0.0
Տոմատի մածուկ Արտֆուդ ա/տ 1000գ,Տոմատի մածուկ Արտֆուդ ա/տ,2002,Unknown,Other,1000.0,0.0,0.0
Տոմատի մածուկ Արարատ 1 05կգ,Տոմատի մածուկ Արարատ 1,2002,Unknown,Other,5000.0,0.0,0.0
Կանաչ տխեմալի,Կանաչ տխեմալի,2003,Unknown,Other,0.0,0.0,0.0
Աջիկա Արտֆուդ 380գ,Աջիկա Արտֆուդ,2003,Unknown,Other,380.0,0.0,0.0
Աջիկա Ռոյալ կծու 510գ,Աջիկա կծու,2004,Royal,Other,510.0,0.0,0.0
Կարմիր պղպեղ մարինացված Royal 500գ,Կարմիր պղպեղ մարինացված,2004,Royal,Clothing,500.0,0.0,0.0
Արտֆուդ Կարմիր բիբար 720մլ,Արտֆուդ Կարմիր բիբար,2004,Unknown,Other,0.0,720.0,0.0
Ռոյալ կծու պղպեղ մարինացված 0 5կգ,կծու պղպեղ մարինացված 0,2004,Royal,Other,5000.0,0.0,0.0
Ռոյալ Խավիար Սմբուկի 370g,Խավիար Սմբուկի,2005,Royal,Food Products,370.0,0.0,0.0
Խավիար Արտֆուդ սմբուկի կծու,Խավիար Արտֆուդ սմբուկի կծու,2005,Unknown,Food Products,0.0,0.0,0.0
ԱՐՏՖՈՒԴ Կարմիր պղպեղ դելիկատես 0 720կգ,ԱՐՏՖՈՒԴ Կարմիր պղպեղ դելիկատես 0,2005,Unknown,Other,720000.0,0.0,0.0
Կերուսուս 620գ Ռոյալ,Կերուսուս,2005,Royal,Other,620.0,0.0,0.0
մարինադ Ասորտի Royal 950գ,մարինադ Ասորտի,2005,Royal,Clothing,950.0,0.0,0.0
Բադրջանի Խավյար 470գ /Արտֆուդ/ ԱՊԳ,Բադրջանի Խավյար /Արտֆուդ/ ԱՊԳ,2005,Unknown,Other,470.0,0.0,0.0
Առտֆոոդ տոմատի մածուկ 270գ,Առտֆոոդ տոմատի մածուկ,2005,Unknown,Other,270.0,0.0,0.0
Տապակած Բանջարեղենային Խառնուրդ Արտֆուդ Ա/Տ 450գ,Տապակած Բանջարեղենային Խառնուրդ Արտֆուդ Ա/Տ,2005,Unknown,Other,450.0,0.0,0.0
Կեղեվահան լոլիկ սեփական հյութի մեջ Արտֆուդ 950գ,Կեղեվահան լոլիկ սեփական հյութի մեջ Արտֆուդ,2005,Unknown,Beverages,950.0,0.0,0.0
Ախորժակ Արտֆուդ 720մլ шт,Ախորժակ Արտֆուդ шт,2005,Unknown,Other,0.0,720.0,0.0
ԱՐՏՖՈՒԴ Լեչո 720գ,ԱՐՏՖՈՒԴ Լեչո,2005,Unknown,Other,720.0,0.0,0.0
Բամիա մարինացված Royal,Բամիա մարինացված,2005,Royal,Clothing,0.0,0.0,0.0
Բանջարեղենի Խորոված Արտֆուդ 720մլ,Բանջարեղենի Խորոված Արտֆուդ,2005,Unknown,Other,0.0,720.0,0.0
Հյութ Լոլիկի Ռոյալ 1 լ,Հյութ Լոլիկի,2005,Royal,Beverages,0.0,1000.0,0.0
Արտֆուդ բադրջանի խավիար 520գ,Արտֆուդ բադրջանի խավիար,2005,Unknown,Food Products,520.0,0.0,0.0
Վարունգ մարինաց Արտֆուդ 720գր,Վարունգ մարինաց Արտֆուդ,2005,Unknown,Other,720.0,0.0,0.0
Մուրաբա Արտֆուդ դդմի 450գ,Մուրաբա Արտֆուդ դդմի,2005,Unknown,Food Products,450.0,0.0,0.0
Բամիայի մարինադ Արտֆուդ 480գ,Բամիայի մարինադ Արտֆուդ,2005,Unknown,Other,480.0,0.0,0.0
Արտֆուդ մայոնեզ 2լ,Արտֆուդ մայոնեզ,2005,Unknown,Other,0.0,2000.0,0.0
Սմբուկի խավիար Ռոյալ ա/տ 500գր կծու,Սմբուկի խավիար ա/տ կծու,2005,Royal,Food Products,500.0,0.0,0.0
Բադրիջանի Խավիար Արտֆուդ 520 գր,Բադրիջանի Խավիար Արտֆուդ,2005,Unknown,Food Products,520.0,0.0,0.0
Կոմպոտ Artfood մոշ ա/տ 1լ,Կոմպոտ մոշ ա/տ,2006,Artfood,Beverages,0.0,1000.0,0.0
Ռոյալ կեղևահանված լոլիկ 630մլ,կեղևահանված լոլիկ,2006,Royal,Other,0.0,630.0,0.0
Կոնֆետ Գրանդ Քենդի Բարբարիս կգ,Կոնֆետ Բարբարիս կգ,2007,Grand Candy,Food Products,0.0,0.0,0.0
Դոնդողե կոնֆետներ Krutfrut Քառասնոտանիներ Յաշկինո,Դոնդողե կոնֆետներ Krutfrut Քառասնոտանիներ,2007,Yashkino,Food Products,0.0,0.0,0.0
Կոմպոտ Royal 1լ Ծիրանի,Կոմպոտ Ծիրանի,2007,Royal,Beverages,0.0,1000.0,0.0
Կոմպոտ Արարատ սալորի 1լ,Կոմպոտ Արարատ սալորի,2008,Unknown,Beverages,0.0,1000.0,0.0
Ապաչի արևածաղիկ գծավոր 70գ,արևածաղիկ գծավոր,2008,Apache,Other,70.0,0.0,0.0
Արևածաղիկ Գծավոր Ապաչի 70 գր,Արևածաղիկ Գծավոր,2008,Apache,Other,70.0,0.0,0.0
Արև Ապաչի գծ 140գ,Արև գծ,2008,Apache,Other,140.0,0.0,0.0
Տոմատի Հյութ Ռոյալ Կծու 1լ,Տոմատի Հյութ Կծու,2009,Royal,Beverages,0.0,1000.0,0.0
Գազ Ըմպելիք Coca Cola 0 25լ Պ/Տ 24հ,Գազ Ըմպելիք 0 Պ/Տ,2009,Coca-Cola,Beverages,0.0,25000.0,24.0
Բնական Հյութ Արտֆուդ լոլիկի ա/տ 1լ,Բնական Հյութ Արտֆուդ լոլիկի ա/տ,2009,Unknown,Beverages,0.0,1000.0,0.0
Հյութ Արարատ նուռ 1լ,Հյութ Արարատ նուռ,2009,Unknown,Beverages,0.0,1000.0,0.0
Գազ ըմպ Coca Cola 2լ,Գազ ըմպ,2009,Coca-Cola,Clothing,0.0,2000.0,0.0
Կոմպոտ Արտֆուդ սերկևիլ ա/տ 1լ,Կոմպոտ Արտֆուդ սերկևիլ ա/տ,2009,Unknown,Beverages,0.0,1000.0,0.0
Հյութ COCA-COLA 0 5լ Բալ,Հյութ 0 Բալ,2009,Coca-Cola,Beverages,0.0,5000.0,0.0
Հալապենյ կտրտ Արթֆուդ 340գ,Հալապենյ կտրտ Արթֆուդ,2009,Unknown,Other,340.0,0.0,0.0
Բն հյութ Ամառե Արտֆուդ Ֆեյխոա 0 75լ հատ,Բն հյութ Ամառե Արտֆուդ Ֆեյխոա 0 հատ,2009,Unknown,Beverages,0.0,75000.0,0.0
Գազավորված ըմպելիք Կոկա Կոլա սլիմ թ/տ 330մլ,Գազավորված ըմպելիք սլիմ թ/տ,2009,Coca-Cola,Beverages,0.0,330.0,0.0
Հյութ ծիրան Արարատ 0 97լ,Հյութ ծիրան Արարատ 0,2009,Unknown,Beverages,0.0,97000.0,0.0
Հյութ լոլիկի կծու 1լ Արտֆուդ,Հյութ լոլիկի կծու Արտֆուդ,2009,Unknown,Beverages,0.0,1000.0,0.0
Յաշկինո Մինի փայ հոլ ազնվամորի360գ,Մինի փայ հոլ ազնվամորի,2101,Yashkino,Other,360.0,0.0,0.0
C NESCAFE GOLD Aroma intenso Jar 85g,C GOLD Aroma intenso Jar,2101,Nescafe,Clothing,85.0,0.0,0.0
նեսկաֆե գոլդ գդ,գոլդ գդ,2101,Nescafe,Beverages,0.0,0.0,0.0
Արարատ ջուր 0 5լ,Արարատ ջուր 0,2101,Unknown,Beverages,0.0,5000.0,0.0
Սուրճ Nescafe Dolce Gusto Nesquik,Սուրճ Dolce Gusto Nesquik,2101,Nescafe,Beverages,0.0,0.0,0.0
Գրանդ Քենդի սառը սուրճ 170մլ,սառը սուրճ,2101,Grand Candy,Beverages,0.0,170.0,0.0
ՍՈՒՐՃ ԼՈՒԾՎՈՂ ՆԵՍԿԱՖԵ ԱՐԱԲԻԿԱ ԴՈՅ ՊԱԿ 34Գ ԿԼԱՍՍԻ,ՍՈՒՐՃ ԼՈՒԾՎՈՂ ԱՐԱԲԻԿԱ ԴՈՅ ՊԱԿ ԿԼԱՍՍԻ,2101,Nescafe,Beverages,34.0,0.0,0.0
Նեսկաֆե Գոլդ/կլասսիկ 2գ,Գոլդ/կլասսիկ,2101,Nescafe,Beverages,2.0,0.0,0.0
Սուրճ Ռոյալ Արմենիա Բլյու 100գ,Սուրճ Արմենիա Բլյու,2101,Royal,Beverages,100.0,0.0,0.0
Յաշկինո վաֆլի ռոմբո 200գ,վաֆլի ռոմբո,2101,Yashkino,Food Products,200.0,0.0,0.0
Թեյ լուծվող Royal Armenia կիտրոն-20գ,Թեյ լուծվող կիտրոն-,2101,Royal,Beverages,20.0,0.0,0.0
COCACOLA 0 5,COCACOLA 0 5,2101,Unknown,Clothing,0.0,0.0,0.0
Nescafe classic capuchino 18g,classic capuchino,2101,Nescafe,Clothing,18.0,0.0,0.0
ՍՈՒՐՃ NESCAFE Gold 190gr,ՍՈՒՐՃ Gold,2101,Nescafe,Beverages,190.0,0.0,0.0
ՆԵՍԿԱՖԵ Ժ Բ,Ժ Բ,2101,Nescafe,Beverages,0.0,0.0,0.0
Կինդեռ կապուչինո տաք,Կինդեռ կապուչինո տաք,2101,Unknown,Other,0.0,0.0,0.0
Նեսկաֆե Կլասիկ Պակետով 2գր,Կլասիկ Պակետով,2101,Nescafe,Beverages,2.0,0.0,0.0
Գազավորված ըմպելիք Coca Cola առանծ շաքարի 1լ,Գազավորված ըմպելիք առանծ շաքարի,2101,Coca-Cola,Beverages,0.0,1000.0,0.0
ըմպելիք Milka Chocolate կարամելային 250մլ,ըմպելիք Chocolate կարամելային,2101,Milka,Beverages,0.0,250.0,0.0
Nescafe cappuccino,cappuccino,2101,Nescafe,Clothing,0.0,0.0,0.0
Նեսկաֆե լ/ սուրճ,լ/ սուրճ,2101,Nescafe,Beverages,0.0,0.0,0.0
Nescafe սառը սուրճ 240ml,սառը սուրճ,2101,Nescafe,Beverages,0.0,240.0,0.0
Կանաչ բաժակ,Կանաչ բաժակ,2101,Unknown,Other,0.0,0.0,0.0
ՍՈՒՐՃ ԼՈՒԾՎՈՂ ՆԵՍԿԱՖԵ ԳՈԼԴ Ա/Տ 190Գ,ՍՈՒՐՃ ԼՈՒԾՎՈՂ ԳՈԼԴ Ա/Տ,2101,Nescafe,Beverages,190.0,0.0,0.0
Լուծվող սուրճ Նեսկաֆե Կլասիկ զիփ 130գր,Լուծվող սուրճ Կլասիկ զիփ,2101,Nescafe,Beverages,130.0,0.0,0.0
Սուրճ Nescafe classic 34g,Սուրճ classic,2101,Nescafe,Beverages,34.0,0.0,0.0
Նեսկաֆե գոլդ 75գ,գոլդ,2101,Nescafe,Beverages,75.0,0.0,0.0
