GOOD_NAME_CLEANED,GOOD_NAME_NORMALIZED,ADG_CODE_CLEANED,BRAND,CATEGORY,weight_g,volume_ml,count
Մարիաննա Հալած Պանիր 80գր,Հալած Պանիր,406,Marianna,Food Products,80.0,0.0,0.0
Լոռի Մարիաննա,Լոռի,406,Marianna,Other,0.0,0.0,0.0
մարիաննա հալած պանիր դասական,հալած պանիր դասական,406,Marianna,Food Products,0.0,0.0,0.0
Մարիաննա կաթնաշոռ180գր հատ,կաթնաշոռ հատ,406,Marianna,Food Products,180.0,0.0,0.0
Կաթնաշոռային պանիր Մարիաննա Սերուցքային 60 180գր,Կաթնաշոռային պանիր Սերուցքային 60,406,Marianna,Food Products,180.0,0.0,0.0
Պանիր հալեցված Մարիաննա դասական 60 100գ,Պանիր հալեցված դասական 60,406,Marianna,Food Products,100.0,0.0,0.0
Մարիաննա Պանիր Թել Գունավոր 150գր,Պանիր Թել Գունավոր,406,Marianna,Food Products,150.0,0.0,0.0
Մարիաննա կրեմ հարելու համար 1լ,կրեմ հարելու համար,406,Marianna,Cosmetics,0.0,1000.0,0.0
Պանիր սերուցքային մարիաննա 180գ,Պանիր սերուցքային,406,Marianna,Food Products,180.0,0.0,0.0
Պանրիկ Մարիաննա չամիչով կաթնաշոռային 90գ,Պանրիկ չամիչով կաթնաշոռային,406,Marianna,Food Products,90.0,0.0,0.0
Սերուցք Մարիաննա ուլտրապաստերիզ,Սերուցք ուլտրապաստերիզ,406,Marianna,Other,0.0,0.0,0.0
Պանիր Լոռի Մարիաննա հատով,Պանիր Լոռի հատով,406,Marianna,Food Products,0.0,0.0,0.0
Գունավոր պանիր Մարիաննա,Գունավոր պանիր,406,Marianna,Food Products,0.0,0.0,0.0
Կաթնաշոռային պանիր սերուցք Մարիաննա 300գր,Կաթնաշոռային պանիր սերուցք,406,Marianna,Food Products,300.0,0.0,0.0
Հալ պանիր Մարիաննա Սերուցքային 180գր,Հալ պանիր Սերուցքային,406,Marianna,Food Products,180.0,0.0,0.0
Պամպերս 5 տրուսիկ 48հատանոց,5 տրուսիկ 48հատանոց,408,Pampers,Other,0.0,0.0,48.0
Կետչուպ Արտֆուդ 1961 250մլ,Կետչուպ Արտֆուդ 1961,410,Unknown,Food Products,0.0,250.0,0.0
Վաֆլի կաթնաին Գրանդ Քենդի կգ,Վաֆլի կաթնաին կգ,511,Grand Candy,Food Products,0.0,0.0,0.0
Գազավորված ըմպելիք Coca Cola 500մլ,Գազավորված ըմպելիք,511,Coca-Cola,Beverages,0.0,500.0,0.0
ապաչի չիպս 80գ,չիպս,701,Apache,Other,80.0,0.0,0.0
Չիպս Ապաչի Cheese 100գր,Չիպս Cheese,701,Apache,Clothing,100.0,0.0,0.0
Չիպս Ապաչի 60գր,Չիպս,701,Apache,Other,60.0,0.0,0.0
Չիպս Ապաչի Բեկոն 60գր,Չիպս Բեկոն,701,Apache,Other,60.0,0.0,0.0
Աջիկա Արտֆուդ 260գ,Աջիկա Արտֆուդ,708,Unknown,Other,260.0,0.0,0.0
Պահածո/ Արտֆուդ Լոլիկը Սեփական Հյութի մեջ,Պահածո/ Արտֆուդ Լոլիկը Սեփական Հյութի մեջ,711,Unknown,Food Products,0.0,0.0,0.0
Աջիկա կծու Արտֆուդ ա/տ 250մլ,Աջիկա կծու Արտֆուդ ա/տ,711,Unknown,Other,0.0,250.0,0.0
Տոլմա Աթենք խաղողի տերևով բացիչով,Տոլմա խաղողի տերևով բացիչով,711,Athenk,Other,0.0,0.0,0.0
ՊԱՀԱԾՈ ՏԱՊԱԿԱԾ ԲԱՆՋ ԽԱՌՆՈՒՐԴ ԱՐՏՖՈՒԴ 450Գ Ա/Տ Գ,ՊԱՀԱԾՈ ՏԱՊԱԿԱԾ ԲԱՆՋ ԽԱՌՆՈՒՐԴ ԱՐՏՖՈՒԴ Ա/Տ Գ,711,Unknown,Food Products,450.0,0.0,0.0
Հյութ Արտֆուդ լոլիկի 1լ,Հյութ Արտֆուդ լոլիկի,711,Unknown,Beverages,0.0,1000.0,0.0
Լոբիո ընկույզով Արտֆուդ 370գր,Լոբիո ընկույզով Արտֆուդ,711,Unknown,Other,370.0,0.0,0.0
ՌՈՅԱԼ ՍՄԲՈՒԿԻ ԽԱՎԻԱՐ 350Գ,ՍՄԲՈՒԿԻ ԽԱՎԻԱՐ,711,Royal,Food Products,350.0,0.0,0.0
Artfood Խնձորի քացախ 430 մլ,Խնձորի քացախ,712,Artfood,Food Products,0.0,430.0,0.0
Չիպս Ապաչի hավի թևիկներ 80գր,Չիպս hավի թևիկներ,714,Apache,Other,80.0,0.0,0.0
Apachi Getnanush,Apachi Getnanush,801,Unknown,Clothing,0.0,0.0,0.0
Լ սուրճ Նեսկաֆե կլասիկ կառամել ա/տ 190գ,Լ սուրճ կլասիկ կառամել ա/տ,901,Nescafe,Beverages,190.0,0.0,0.0
Սուրճ Ռոյալ Արմենիա արոմա աղացած 10,Սուրճ Արմենիա արոմա աղացած 10,901,Royal,Beverages,0.0,0.0,0.0
coca-cola 250 ml,,901,Coca-Cola,Beverages,0.0,250.0,0.0
ՍՈՒՐՃ ՆԵՍԿԱՖԵ ԴԱՍԱԿԱՆ 47 5Գ Ա/Տ,ՍՈՒՐՃ ԴԱՍԱԿԱՆ 47 Ա/Տ,901,Nescafe,Beverages,5.0,0.0,0.0
Սուրճ Նեսկաֆե Գոլդ 50գ,Սուրճ Գոլդ,901,Nescafe,Beverages,50.0,0.0,0.0
Սուրճ լուծվ NESCAFE Gold Ա/Տ 95g,Սուրճ լուծվ Gold Ա/Տ,901,Nescafe,Beverages,95.0,0.0,0.0
Ռոյալ Արմենիա տաք շոկոլադ մուգ 20գր,Արմենիա տաք շոկոլադ մուգ,901,Royal,Food Products,20.0,0.0,0.0
Սուրճ լուծվող Nescafe Cold 130գ/զի,Սուրճ լուծվող Cold /զի,901,Nescafe,Beverages,130.0,0.0,0.0
Լուծվող սուրճ Նեսկաֆե լատտե 18գր,Լուծվող սուրճ լատտե,901,Nescafe,Beverages,18.0,0.0,0.0
ԿԱՊՍՈՒԼԱՅԻՆ ՍՈՒՐՃ NESCAFE DOLCE GUSTO RISTRETTO B,ԿԱՊՍՈՒԼԱՅԻՆ ՍՈՒՐՃ DOLCE GUSTO RISTRETTO B,901,Nescafe,Beverages,0.0,0.0,0.0
ՆԵՍԿԱՖԵ 3/1 ում 9 Հատ,3/1 ում,901,Nescafe,Beverages,0.0,0.0,9.0
ՍՈՒՐՃ ՆԵՍԿԱՖԵ ԿԼԱՍԻԿ 47 5 Ա/Տ,ՍՈՒՐՃ ԿԼԱՍԻԿ 47 5 Ա/Տ,901,Nescafe,Beverages,0.0,0.0,0.0
ՍՈՒՐՃ NESCAFE CLASSIC 47 5Գ,ՍՈՒՐՃ CLASSIC 47,901,Nescafe,Beverages,5.0,0.0,0.0
Սուրճ Նեսկաֆե կլասիկ լուծվող Jar ա/տ 47 5 գր,Սուրճ կլասիկ լուծվող Jar ա/տ 47,901,Nescafe,Beverages,5.0,0.0,0.0
Սուրճ Նեսկաֆե Արաբիկա ապակե տարրա 95գ,Սուրճ Արաբիկա ապակե տարրա,901,Nescafe,Beverages,95.0,0.0,0.0
Սուրճ HOT CHOCO 20գ Ռոյալ,Սուրճ HOT CHOCO,901,Royal,Beverages,20.0,0.0,0.0
Royal կարմիր 100գ,կարմիր,901,Royal,Clothing,100.0,0.0,0.0
Սուրճ Royal Ritual 100գր,Սուրճ Ritual,901,Royal,Beverages,100.0,0.0,0.0
Լուծվող սուրճ նեսկաֆե 47 5 գր,Լուծվող սուրճ 47,901,Nescafe,Beverages,5.0,0.0,0.0
Սուրճ Nescafe Strong 4 1,Սուրճ Strong 4 1,901,Nescafe,Beverages,0.0,0.0,0.0
Սուրճ Նեսկաֆե կլասիկ կրեմա ա/տ 190գ,Սուրճ կլասիկ կրեմա ա/տ,901,Nescafe,Beverages,190.0,0.0,0.0
Նեսկաֆե 95գռ,95գռ,901,Nescafe,Beverages,0.0,0.0,0.0
Սուրճ լուծվող Nescafe 16գ 3ը-1ում,Սուրճ լուծվող 3ը-1ում,901,Nescafe,Beverages,16.0,0.0,0.0
Սուրճ Լուծվող Նեսկաֆե 95գ ա/տ,Սուրճ Լուծվող ա/տ,901,Nescafe,Beverages,95.0,0.0,0.0
Լուծվող սուրճ Նեսկաֆե Կլասիկ 60գր,Լուծվող սուրճ Կլասիկ,901,Nescafe,Beverages,60.0,0.0,0.0
Նեսկաֆե Գոլդ 47 5գ,Գոլդ 47,901,Nescafe,Beverages,5.0,0.0,0.0
Սուրճ Ռոյալ Արմենիա Կանաչ 100գ,Սուրճ Արմենիա Կանաչ,901,Royal,Beverages,100.0,0.0,0.0
ՆԵՍԿԱՖԵ ՍՈՒՐՃ ԳՈԼԴ GREMA 85 գ,ՍՈՒՐՃ ԳՈԼԴ GREMA,901,Nescafe,Beverages,85.0,0.0,0.0
ՍՈՒՐՃ ԼՈՒԾՎՈՂ ՆԵՍԿԱՖԵ ԿԼԱՍԻԿ ԿՐԵՄԱ 190Գ,ՍՈՒՐՃ ԼՈՒԾՎՈՂ ԿԼԱՍԻԿ ԿՐԵՄԱ,901,Nescafe,Beverages,190.0,0.0,0.0
Սուրճ Լուծվող Nescafe 47 5g GOLD /837,Սուրճ Լուծվող 47 GOLD /837,901,Nescafe,Beverages,5.0,0.0,0.0
NESCAFE GOLD 190g,GOLD,901,Nescafe,Clothing,190.0,0.0,0.0
Սուրճ Ռոյալ Արմենիա 3in1 20գ,Սուրճ Արմենիա 3in1,901,Royal,Beverages,20.0,0.0,0.0
Նեսկաֆե կլասիկ ապակյա լուծվող,կլասիկ ապակյա լուծվող,901,Nescafe,Beverages,0.0,0.0,0.0
Սուրճ Ռոյալ Բրազիլիա գրաունդ 100գ,Սուրճ Բրազիլիա գրաունդ,901,Royal,Beverages,100.0,0.0,0.0
Սուրճ Նեսկաֆե դասական 2գ,Սուրճ դասական,901,Nescafe,Beverages,2.0,0.0,0.0
RA - կլասիկ կանաչ 100գ,RA - կլասիկ կանաչ,901,Unknown,Other,100.0,0.0,0.0
ՌՈՅԱԼ ԱՐՄԵՆԻԱ ԲՈՒ 20x20Գ,ԱՐՄԵՆԻԱ ԲՈՒ 20x,901,Royal,Other,20.0,0.0,0.0
Սուրճ Royal brazilia 100g,Սուրճ brazilia,901,Royal,Beverages,100.0,0.0,0.0
Սուրճ Նեսկաֆե Գոլդ 95գ,Սուրճ Գոլդ,901,Nescafe,Beverages,95.0,0.0,0.0
Սուրճ Ռոյալ Արմենիա Ռիտուալ 100գ,Սուրճ Արմենիա Ռիտուալ,901,Royal,Beverages,100.0,0.0,0.0
47 5g Nescafe Gold,47 Gold,901,Nescafe,Clothing,5.0,0.0,0.0
Նեսկաֆե գոլդ 2 գ,գոլդ,901,Nescafe,Beverages,2.0,0.0,0.0
Նեսկաֆե գոլդ 2 գ,գոլդ,901,Nescafe,Beverages,2.0,0.0,0.0
Սուրճ Նեսկաֆե կլասիկ լուծվող ա/տ 95 գր,Սուրճ կլասիկ լուծվող ա/տ,901,Nescafe,Beverages,95.0,0.0,0.0
ռոյալ արմենիա բու սառը թե,արմենիա բու սառը թե,902,Royal,Other,0.0,0.0,0.0
Թեյ կանաչ ԴԻԼՄԱ 20հ,Թեյ կանաչ ԴԻԼՄԱ,902,Unknown,Beverages,0.0,0.0,20.0
ԹԵՅ- GENEX կանաչ-25հտ,ԹԵՅ- GENEX կանաչ-25հտ,902,Unknown,Beverages,0.0,0.0,25.0
Սուրճ Ռոյալ Բու 3 1 Հատ,Սուրճ Բու 3,902,Royal,Beverages,0.0,0.0,1.0
ՆԵՍՔԱՖԵ ՔԼԱՍԻՔ 60Կ,ՆԵՍՔԱՖԵ ՔԼԱՍԻՔ 60Կ,906,Unknown,Other,0.0,0.0,0.0
մարմ գել սելա կանաչ,մարմ գել սելա կանաչ,1005,Unknown,Cosmetics,0.0,0.0,0.0
Բրինձ կլորահատիկ Կանաչ Ֆերմա 400գ,Բրինձ կլորահատիկ Կանաչ Ֆերմա,1006,Unknown,Other,400.0,0.0,0.0
ՇՈԿՈԼԱԴԵ ՍԱԼԻԿ ՌՈՇԵՆ ԲՐՅՈՒՏ 80 85ԳՐ,ՇՈԿՈԼԱԴԵ ՍԱԼԻԿ ԲՐՅՈՒՏ 80,1006,Roshen,Food Products,85.0,0.0,0.0
ՄՈՒՐԱԲԱ ՍՊԻՏԱԿ ԿԵՌԱՍ ԱՐՏՖՈՒԴ 450ԳՐ,ՄՈՒՐԱԲԱ ՍՊԻՏԱԿ ԿԵՌԱՍ ԱՐՏՖՈՒԴ,1006,Unknown,Food Products,450.0,0.0,0.0
ՍՈՒՐՃ ՆԵՍԿԱՖԵ ԳՈԼԴ 95Գ,ՍՈՒՐՃ ԳՈԼԴ,1006,Nescafe,Beverages,95.0,0.0,0.0
ՌՈՅԱԼ ՔՈՒԻՆ ԲՐԻՆՁ ԲԱՍՄԱՏԻ,ՔՈՒԻՆ ԲՐԻՆՁ ԲԱՍՄԱՏԻ,1006,Royal,Other,0.0,0.0,0.0
Քաբաբ կգ Գանձասար,Քաբաբ կգ,1102,Ganjasar,Other,0.0,0.0,0.0
Աղի ձողիկներ Դարոինկ 250,Աղի ձողիկներ Դարոինկ 250,1102,Unknown,Other,0.0,0.0,0.0
պատրաստի նախաճաշ Apache գնդիկներ 250գ միքս,պատրաստի նախաճաշ գնդիկներ միքս,1104,Apache,Other,250.0,0.0,0.0
Կրեկեր Ապաչի մաքս պանիր 95գր,Կրեկեր մաքս պանիր,1105,Apache,Food Products,95.0,0.0,0.0
Աղի ձողիկ APACHE 200g,Աղի ձողիկ,1105,Apache,Other,200.0,0.0,0.0
Արևածաղիկ Apache 160գ,Արևածաղիկ,1206,Apache,Other,160.0,0.0,0.0
Արևածաղկի սերմեր Apache ծովի աղով 400գ,Արևածաղկի սերմեր ծովի աղով,1206,Apache,Other,400.0,0.0,0.0
Արևածաղիկ Ապաչի սև-սպիտակ 70գ,Արևածաղիկ սև-սպիտակ,1206,Apache,Other,70.0,0.0,0.0
APACHE Արևածաղկի սերմեր 80 գ,Արևածաղկի սերմեր,1206,Apache,Other,80.0,0.0,0.0
Ապաչի 35 գ,,1206,Apache,Other,35.0,0.0,0.0
Արևածաղկի սերմեր Ապաչի Միքս 80գ,Արևածաղկի սերմեր Միքս,1206,Apache,Other,80.0,0.0,0.0
Արևածաղկի սերմեր Ապաչի գծավոր 70,Արևածաղկի սերմեր գծավոր 70,1206,Apache,Other,0.0,0.0,0.0
APACHE ՆԱԽԱՃԱՇ 150գ,ՆԱԽԱՃԱՇ,1206,Apache,Other,150.0,0.0,0.0
ԲՈՂԿ սպիտակ,ԲՈՂԿ սպիտակ,1209,Unknown,Other,0.0,0.0,0.0
Զ թուղթ Սիլկ Սոֆթ 4հատ,Զ թուղթ,1302,Silk Soft,Other,0.0,0.0,4.0
Բուսաճարպային խառնուրդ Ժառա հալած 1 8կգ,Բուսաճարպային խառնուրդ Ժառա հալած 1,1404,Unknown,Other,8000.0,0.0,0.0
ՍՊՐԵԴ 180գր 72 5 ԷԼՆՈՐ /ՄԻԼԼԿԱԹ/,ՍՊՐԵԴ 72 5 ԷԼՆՈՐ /ՄԻԼԼԿԱԹ/,1517,Unknown,Food Products,180.0,0.0,0.0
ՆՐԲԵՐՇԻԿ ՀՈԹ ԴՈԳ ԱԹԵՆՔ--,ՆՐԲԵՐՇԻԿ ՀՈԹ ԴՈԳ --,1601,Athenk,Food Products,0.0,0.0,0.0
Կոնյակով երշիկ Գանձասար 190գ,Կոնյակով երշիկ,1601,Ganjasar,Food Products,190.0,0.0,0.0
ԿԻՍԱԱՊԽՏԱԾ ԵՐՇԻԿ ՍԵՐՎԵԼԱՏ ԱՐՄԵՆԻԱ ՀԱՏ,ԿԻՍԱԱՊԽՏԱԾ ԵՐՇԻԿ ՍԵՐՎԵԼԱՏ ԱՐՄԵՆԻԱ ՀԱՏ,1601,Unknown,Food Products,0.0,0.0,0.0
Աթենք ՌՈԼԼ կգ,ՌՈԼԼ կգ,1601,Athenk,Other,0.0,0.0,0.0
Աթենք հում ապխտած երշիկ փոքր հատ,հում ապխտած երշիկ փոքր հատ,1601,Athenk,Food Products,0.0,0.0,0.0
Երշիկ Սիրողական Եփած Աթենք Կգ,Երշիկ Սիրողական Եփած Կգ,1601,Athenk,Food Products,0.0,0.0,0.0
Նրբերշիկ Սերուցքաին կարագով Աթենք,Նրբերշիկ Սերուցքաին կարագով,1601,Athenk,Food Products,0.0,0.0,0.0
Բեկոն աթենք կգ,Բեկոն կգ,1601,Athenk,Other,0.0,0.0,0.0
Կապչ Գյումրի Աթենք,Կապչ Գյումրի,1601,Athenk,Other,0.0,0.0,0.0
Երշիկ Դասական բժ/սիր Աթենք կգ,Երշիկ Դասական բժ/սիր կգ,1601,Athenk,Food Products,0.0,0.0,0.0
Երշիկ կիսաապխտած Գանձասար ֆիննական մեծ,Երշիկ կիսաապխտած ֆիննական մեծ,1601,Ganjasar,Food Products,0.0,0.0,0.0
Նրբերշիկ Հոթ Դոգ Աթենք 16հ,Նրբերշիկ Հոթ Դոգ,1601,Athenk,Food Products,0.0,0.0,16.0
ԿԱթնային Նրբերշիկ Աթենք Աղիքով Կգ-ով,ԿԱթնային Նրբերշիկ Աղիքով Կգ-ով,1601,Athenk,Food Products,0.0,0.0,0.0
Բաստուրմա Էկոնոմ Գանձասար կգ,Բաստուրմա Էկոնոմ կգ,1601,Ganjasar,Food Products,0.0,0.0,0.0
Երշիկ Կրեմլ Գանձասար կգ,Երշիկ Կրեմլ կգ,1601,Ganjasar,Food Products,0.0,0.0,0.0
Երշիկ հում ապխտած պիկանտ Գանձասար 380գր,Երշիկ հում ապխտած պիկանտ,1601,Ganjasar,Food Products,380.0,0.0,0.0
Եփած երշիկ Աթենք բժշկական կգ,Եփած երշիկ բժշկական կգ,1601,Athenk,Food Products,0.0,0.0,0.0
Գանձասար երշիկ բժշկական սիրողական կգ,երշիկ բժշկական սիրողական կգ,1601,Ganjasar,Food Products,0.0,0.0,0.0
Երշիկ Գանձասար 310գ բժշկական,Երշիկ բժշկական,1601,Ganjasar,Food Products,310.0,0.0,0.0
Երշիկ Գանձասար փոքր բժշկական/սիրողական 250գ,Երշիկ փոքր բժշկական/սիրողական,1601,Ganjasar,Food Products,250.0,0.0,0.0
Չորիզո Աթենք վակում 90գ,Չորիզո վակում,1601,Athenk,Other,90.0,0.0,0.0
Երշիկ Գյումրի Գանձասար,Երշիկ Գյումրի,1601,Ganjasar,Food Products,0.0,0.0,0.0
Երշիկ Սիրողական Գանձասար Վակում,Երշիկ Սիրողական Վակում,1601,Ganjasar,Food Products,0.0,0.0,0.0
Սարդելկա գանձասար 2000դ,Սարդելկա 2000դ,1601,Ganjasar,Other,0.0,0.0,0.0
Երշիկ Աթենք Կոնյակով հում ապխտած փոքր հատ,Երշիկ Կոնյակով հում ապխտած փոքր հատ,1601,Athenk,Food Products,0.0,0.0,0.0
Երշիկ Գանձասար Սիրող էքստրա կգ,Երշիկ Սիրող էքստրա կգ,1601,Ganjasar,Food Products,0.0,0.0,0.0
Նրբերշիկ Աթենք Ընտանեկան 480գ ապխտած,Նրբերշիկ Ընտանեկան ապխտած,1601,Athenk,Food Products,480.0,0.0,0.0
Նրբերշիկ կանադական Արմենիա կգ,Նրբերշիկ կանադական Արմենիա կգ,1601,Unknown,Food Products,0.0,0.0,0.0
Բժշկական Գանձասար 250գ,Բժշկական,1601,Ganjasar,Other,250.0,0.0,0.0
Գանձասար հավի բդիկ կգ,հավի բդիկ կգ,1601,Ganjasar,Other,0.0,0.0,0.0
Աթենք Ջեռկի Խոզի 30գր,Ջեռկի Խոզի,1601,Athenk,Other,30.0,0.0,0.0
Սիրողական Բժշկական Գանձասար 250գ///,Սիրողական Բժշկական ///,1601,Ganjasar,Other,250.0,0.0,0.0
Բաստուրմա Աթենք կարմիր բիբարով կգ,Բաստուրմա կարմիր բիբարով կգ,1601,Athenk,Food Products,0.0,0.0,0.0
Երշիկ կիսաապխտած Աթենք իսպանական կգ,Երշիկ կիսաապխտած իսպանական կգ,1601,Athenk,Food Products,0.0,0.0,0.0
Նրբերշիկ ծխեցրած 350գ Գանձասար,Նրբերշիկ ծխեցրած,1601,Ganjasar,Food Products,350.0,0.0,0.0
ԵՐՇԻԿ ՈՐՍՈՐԴԱԿԱՆ ԳԱՆՁԱՍԱՐ ԿԳ,ԵՐՇԻԿ ՈՐՍՈՐԴԱԿԱՆ ԿԳ,1601,Ganjasar,Food Products,0.0,0.0,0.0
Երշիկ գանձասար ռուսական,Երշիկ ռուսական,1601,Ganjasar,Food Products,0.0,0.0,0.0
ՆՐԲԵՐՇԻԿ ԳԱՆՁԱՍԱՐ ԱԹԵՆՔ ԾԽԵՑՐԱԾ,ՆՐԲԵՐՇԻԿ ԾԽԵՑՐԱԾ,1601,Ganjasar,Food Products,0.0,0.0,0.0
ՆՐԲԵՐՇԻԿ/ՍԱՐԴԵԼԿԱ ԱՐՄԵՆԻԱ ԿԳ,ՆՐԲԵՐՇԻԿ/ՍԱՐԴԵԼԿԱ ԱՐՄԵՆԻԱ ԿԳ,1601,Unknown,Food Products,0.0,0.0,0.0
Երշիկ Գանձասար կրեմլյան կգ,Երշիկ կրեմլյան կգ,1601,Ganjasar,Food Products,0.0,0.0,0.0
ԱԹԵՆՔ ԽԻՆԿԱԼԻ 800գ,ԽԻՆԿԱԼԻ,1601,Athenk,Food Products,800.0,0.0,0.0
Նրբերշիկ եփած երշիկ Աթենք կգ- վ,Նրբերշիկ եփած երշիկ կգ- վ,1601,Athenk,Food Products,0.0,0.0,0.0
Միլկա թխվածքաբլիթներ շոկոլադով 112գր,թխվածքաբլիթներ շոկոլադով,1601,Milka,Food Products,112.0,0.0,0.0
Երշիկ հում ապխտած Աթենք 90գր փաթեթ,Երշիկ հում ապխտած փաթեթ,1601,Athenk,Food Products,90.0,0.0,0.0
Գանձասար սիրողական էքստրա,սիրողական էքստրա,1601,Ganjasar,Other,0.0,0.0,0.0
Երշիկ բժշկ/սիրող Աթենք կգ,Երշիկ բժշկ/սիրող կգ,1601,Athenk,Food Products,0.0,0.0,0.0
Երշիկ եփած Արմենիա Մորտադելլա կգ,Երշիկ եփած Արմենիա Մորտադելլա կգ,1601,Unknown,Food Products,0.0,0.0,0.0
Կոնֆետ լոխում դարոինք կգ,Կոնֆետ լոխում կգ,1601,Daroink,Food Products,0.0,0.0,0.0
ԵՐՇ ՖԻՆՆԱԿԱՆ ԳԱՆՁԱՍԱՐ,ԵՐՇ ՖԻՆՆԱԿԱՆ,1601,Ganjasar,Other,0.0,0.0,0.0
Երշիկ Գանձասար բժշկական եփած հատ,Երշիկ բժշկական եփած հատ,1601,Ganjasar,Food Products,0.0,0.0,0.0
ԱԹԵՆՔ ՋԵՐՔԻ ՀԱՎԻ 30Գ,ՋԵՐՔԻ ՀԱՎԻ,1601,Athenk,Other,30.0,0.0,0.0
Բժշկական Գանձասար 310գ հատ,Բժշկական հատ,1601,Ganjasar,Other,310.0,0.0,0.0
Կոտլետներ կիևյան Գանձասար 480գր,Կոտլետներ կիևյան,1601,Ganjasar,Food Products,480.0,0.0,0.0
Նրբ Ծխեցրած-հավով Աթենք վակուում հտ,Նրբ Ծխեցրած-հավով վակուում հտ,1601,Athenk,Other,0.0,0.0,0.0
Գանձասար հավի բդիկ կգ,հավի բդիկ կգ,1601,Ganjasar,Other,0.0,0.0,0.0
Սալ Ուկրաինական Աթենք կգ,Սալ Ուկրաինական կգ,1601,Athenk,Other,0.0,0.0,0.0
Երշիկ Կրեմլ Գանձասար կգ,Երշիկ Կրեմլ կգ,1601,Ganjasar,Food Products,0.0,0.0,0.0
Երշ Կոնյակով Գանձասար հատ,Երշ Կոնյակով հատ,1601,Ganjasar,Other,0.0,0.0,0.0
Ա/Թ ԵՐՇԻԿ ԲԺՇԿԱԿԱՆ ԳԱՆՁԱՍԱՐ 300Գ,Ա/Թ ԵՐՇԻԿ ԲԺՇԿԱԿԱՆ,1601,Ganjasar,Food Products,300.0,0.0,0.0
Աթենք-գանձ Երշիկ կիսաապխտած ֆիննական,-գանձ Երշիկ կիսաապխտած ֆիննական,1601,Athenk,Food Products,0.0,0.0,0.0
գանձասար երշիկ կովկասյան հատ,երշիկ կովկասյան հատ,1601,Ganjasar,Food Products,0.0,0.0,0.0
Եփած երշիկ Գանձասար,Եփած երշիկ,1601,Ganjasar,Food Products,0.0,0.0,0.0
Երշ կրեմլյովսկի գանձասար 373/ 1601 կ,Երշ կրեմլյովսկի 373/ 1601 կ,1601,Ganjasar,Cosmetics,0.0,0.0,0.0
երշիկ Սինգա Արմենիա,երշիկ Սինգա Արմենիա,1601,Unknown,Food Products,0.0,0.0,0.0
Աթենք սերվելատ ապղտած երշիկ,սերվելատ ապղտած երշիկ,1601,Athenk,Food Products,0.0,0.0,0.0
Ուտեստ Պալերմո Աթենք,Ուտեստ Պալերմո,1601,Athenk,Other,0.0,0.0,0.0
Նրբերշիկ Գանձասար աղիքով 285գ,Նրբերշիկ աղիքով,1601,Ganjasar,Food Products,285.0,0.0,0.0
Արմենիա միթֆուդ երշիկ պրեմա,Արմենիա միթֆուդ երշիկ պրեմա,1601,Unknown,Food Products,0.0,0.0,0.0
Վետչինա Արմենիա,Վետչինա Արմենիա,1601,Unknown,Other,0.0,0.0,0.0
Երշիկ Բժշկական Էքստա Գանձասար,Երշիկ Բժշկական Էքստա,1601,Ganjasar,Food Products,0.0,0.0,0.0
Աթենք ՊԱՊՐԻԿԱՆԱ խոզապուխտ,ՊԱՊՐԻԿԱՆԱ խոզապուխտ,1601,Athenk,Other,0.0,0.0,0.0
Գանձասար Կողեր ԿԳ,Կողեր ԿԳ,1601,Ganjasar,Other,0.0,0.0,0.0
Բաստուրմա կգ/Գանձասար,Բաստուրմա կգ/,1601,Ganjasar,Food Products,0.0,0.0,0.0
Հավի Նրբերշիկ Գանձասար 230 գր,Հավի Նրբերշիկ,1601,Ganjasar,Food Products,230.0,0.0,0.0
Աթենք Նագեթ Հավի պանրով,Նագեթ Հավի պանրով,1601,Athenk,Other,0.0,0.0,0.0
Երշիկ հումապխտած Կոնյակով մեծ Աթենք հատ,Երշիկ հումապխտած Կոնյակով մեծ հատ,1601,Athenk,Food Products,0.0,0.0,0.0
Երշիկ սիրողական նախաճաշի Աթենք Գան,Երշիկ սիրողական նախաճաշի Գան,1601,Athenk,Food Products,0.0,0.0,0.0
Պաշինա Աթենք կգ,Պաշինա կգ,1601,Athenk,Other,0.0,0.0,0.0
Արտֆուդ տոմատի մածուկ 250գ,Արտֆուդ տոմատի մածուկ,1601,Unknown,Other,250.0,0.0,0.0
Կիևյան կոտլետներ Աթենք կգ,Կիևյան կոտլետներ կգ,1601,Athenk,Food Products,0.0,0.0,0.0
Աթենք Կաթնային նրբերշիկ կգ,Կաթնային նրբերշիկ կգ,1601,Athenk,Food Products,0.0,0.0,0.0
գանձասար պիլիմենի,պիլիմենի,1601,Ganjasar,Other,0.0,0.0,0.0
Երշիկ Աթենք Սինգա սիրողական կգ,Երշիկ Սինգա սիրողական կգ,1601,Athenk,Food Products,0.0,0.0,0.0
Խոզապուխտ Պապրիկանա Աթենք կգ,Խոզապուխտ Պապրիկանա կգ,1601,Athenk,Other,0.0,0.0,0.0
Սալյամի ԳԱՆՁԱՍԱՐ,Սալյամի,1601,Ganjasar,Other,0.0,0.0,0.0
ԵՐՇԻԿ ԳՅՈՒՄՐԻ ԳԱՆՁԱՍԱՐ 600Գ,ԵՐՇԻԿ ԳՅՈՒՄՐԻ,1601,Ganjasar,Food Products,600.0,0.0,0.0
